location_id,name,stars,rating,num_reviews,ranking_madrid,price_min_usd,price_max_usd,price_lowest,address,phone,latitude,longitude,category,url
227453,Villamadrid Hotel,4,3.9,397,#258 of 498 hotels in Madrid,113,4464,$188,"Calle Xaudaro 2, 28034 Madrid Spain",+34 912 53 50 00,40.48966,-3.687919,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d227453-Reviews-Villamadrid_Hotel-Madrid.html
227457,Hotel Cason del Tormes,3,4.1,819,#174 of 498 hotels in Madrid,106,347,$123,"Calle del Río, 7, 28013 Madrid Spain",+34 915 41 97 46,40.42228,-3.711647,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d227457-Reviews-Hotel_Cason_del_Tormes-Madrid.html
227458,Hotel Avion,,2,2,#464 of 498 hotels in Madrid,,,,"200 Cra Barcelona Km 14, 28042 Madrid Spain",+34 917 47 62 22,40.41506,-3.70261,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d227458-Reviews-Hotel_Avion-Madrid.html
227459,Hotel Atlántico,4,4.6,3978,#68 of 498 hotels in Madrid,240,426,$343,"Calle Gran Vía, 38, 28013 Madrid Spain",+34 915 22 64 80,40.420406,-3.704587,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d227459-Reviews-Hotel_Atlantico-Madrid.html
228460,Sercotel Togumar,3,3.9,602,#197 of 498 hotels in Madrid,106,268,,"Calle Canillas, 59, 28002 Madrid Spain",+34 915 19 00 51,40.44385,-3.672706,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228460-Reviews-Sercotel_Togumar-Madrid.html
228468,Hotel Madrid Centro Affiliated by Meliá,3,3.6,1464,#284 of 498 hotels in Madrid,136,347,$143,"Calle Gran Via 72, 28013 Madrid Spain",+34 915 41 72 27,40.422974,-3.709676,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228468-Reviews-Hotel_Madrid_Centro_Affiliated_by_Melia-Madrid.html
228472,INNSiDE by Meliá Madrid Gran Via,4,4.4,220,#168 of 498 hotels in Madrid,226,454,,"Gran Vía 34, 28004 Madrid Spain",+34 915 32 15 52,40.420456,-3.703952,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228472-Reviews-INNSiDE_by_Melia_Madrid_Gran_Via-Madrid.html
228475,Hotel Claridge,4,4.4,1885,#104 of 498 hotels in Madrid,154,301,,"Plaza del Conde de Casal 6, 28007 Madrid Spain",+34 915 51 94 00,40.406345,-3.669318,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228475-Reviews-Hotel_Claridge-Madrid.html
228490,Hotel Agumar,4,3.7,1704,#255 of 498 hotels in Madrid,113,312,,"Paseo de la Reina Cristina 7, 28014 Madrid Spain",+34 915 52 69 00,40.406902,-3.683124,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228490-Reviews-Hotel_Agumar-Madrid.html
228493,Escultor Hotel,4,2.8,16,#439 of 498 hotels in Madrid,150,282,,"Calle Miguel Angel 3, 28010 Madrid Spain",+34 913 10 42 03,40.43383,-3.69146,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228493-Reviews-Escultor_Hotel-Madrid.html
228494,Mindanao Hotel,4.5,5,1,#435 of 498 hotels in Madrid,,,,"Paseo San Francisco De Sales, 28003 Madrid Spain",34 091 5495500,40.4446,-3.70941,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228494-Reviews-Mindanao_Hotel-Madrid.html
228501,Rafaelhoteles Atocha,4,3.8,2010,#182 of 498 hotels in Madrid,139,293,$166,"Méndez Álvaro 30, 28045 Madrid Spain",+34 914 68 81 00,40.401447,-3.687233,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228501-Reviews-Rafaelhoteles_Atocha-Madrid.html
228509,Vincci Capitol Hotel,4,4.1,2709,#91 of 498 hotels in Madrid,162,544,$241,"Calle Gran Via 41, 28013 Madrid Spain",+34 918 31 55 66,40.420464,-3.706532,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228509-Reviews-Vincci_Capitol_Hotel-Madrid.html
228510,Ac Hotel Carlton Madrid,4,4,1618,#190 of 498 hotels in Madrid,182,336,,"Paseo de la Delicias 26, 28045 Madrid Spain",+34 915 39 71 00,40.40608,-3.69368,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228510-Reviews-Ac_Hotel_Carlton_Madrid-Madrid.html
228517,Melia Madrid Serrano,4,4.3,417,#150 of 498 hotels in Madrid,222,490,$302,"Calle Claudio Coello 139, 28006 Madrid Spain",+34 915 62 66 00,40.435246,-3.685523,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228517-Reviews-Melia_Madrid_Serrano-Madrid.html
228518,Hotel Madrid Chamartín Affiliated by Meliá,3,3.8,1795,#267 of 498 hotels in Madrid,127,307,$138,"Calle Mauricio Ravel 10, 28046 Madrid Spain",+34 917 33 34 00,40.471985,-3.684735,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228518-Reviews-Hotel_Madrid_Chamartin_Affiliated_by_Melia-Madrid.html
228522,Hotel Eurostars Monte Real,4,4,306,#297 of 498 hotels in Madrid,99,302,,"Calle Arroyofresno 17, 28035 Madrid Spain",+34 917 36 52 73,40.475155,-3.743022,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228522-Reviews-Hotel_Eurostars_Monte_Real-Madrid.html
228523,Petit Palace Arturo Soria,4,4.3,1079,#41 of 498 hotels in Madrid,114,320,,"Calle Arturo Soria 14, 28027 Madrid Spain",+34 679 98 26 43,40.439426,-3.638834,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228523-Reviews-Petit_Palace_Arturo_Soria-Madrid.html
228529,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,5,4.8,2031,#9 of 498 hotels in Madrid,389,811,,"Cuesta Santo Domingo 5 Y 7, 28013 Madrid Spain",+34 915 41 67 00,40.419724,-3.709723,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228529-Reviews-Palacio_de_los_Duques_Gran_Melia_The_Leading_Hotels_of_the_World-Madrid.html
228539,Hotel Madrid Alameda Aeropuerto Affiliated by Melia,4,3.9,2007,#253 of 498 hotels in Madrid,138,335,$178,"Avenida De Logroño 100, 28042 Madrid Spain",34 091 747 4800,40.469135,-3.580105,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228539-Reviews-Hotel_Madrid_Alameda_Aeropuerto_Affiliated_by_Melia-Madrid.html
228542,Ac Hotel Avenida De America,3,3.9,649,#244 of 498 hotels in Madrid,163,289,,"Cartagena, 83-85, 28028 Madrid Spain",+34 917 24 42 40,40.438072,-3.672614,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228542-Reviews-Ac_Hotel_Avenida_De_America-Madrid.html
228549,Crisol Via Castellana,4,3.5,836,#303 of 498 hotels in Madrid,,,,"Paseo de la Castellana 220, 28046 Madrid Spain",+34 915 67 43 00,40.46774,-3.688318,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228549-Reviews-Crisol_Via_Castellana-Madrid.html
228557,Melia Avenida America,4,4,2013,#177 of 498 hotels in Madrid,134,376,$187,"Calle De Juan Ignacio Luca De Tena 36, 28027 Madrid Spain",+34 914 23 24 00,40.447426,-3.628049,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228557-Reviews-Melia_Avenida_America-Madrid.html
228560,Eurostars Madrid Gran Via,4,4.1,174,#286 of 498 hotels in Madrid,148,394,$205,"Calle Leganitos, 13, 28013 Madrid Spain",+34 915 48 76 40,40.42115,-3.70982,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228560-Reviews-Eurostars_Madrid_Gran_Via-Madrid.html
228568,Senator Barajas Hotel,4,3.2,898,#348 of 498 hotels in Madrid,96,223,,"C. del Galeón, 27, 28042 Madrid Spain",+34 917 47 13 55,40.458748,-3.582366,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228568-Reviews-Senator_Barajas_Hotel-Madrid.html
228571,Hotel Exe Plaza,4,3.8,1348,#249 of 498 hotels in Madrid,129,374,$236,"Paseo de la Castellana 191, 28046 Madrid Spain",+34 914 53 19 00,40.467552,-3.690039,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228571-Reviews-Hotel_Exe_Plaza-Madrid.html
228573,voco Madrid - Retiro by IHG,4,4,3051,#199 of 498 hotels in Madrid,138,400,,"Calle Pez Volador 11, 28007 Madrid Spain",+34 914 00 99 02,40.41335,-3.668005,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228573-Reviews-Voco_Madrid_Retiro_by_IHG-Madrid.html
228582,Mercure Madrid Centro,4,3.9,1343,#225 of 498 hotels in Madrid,169,355,,"Calle Lope de Vega 49, 28014 Madrid Spain",+34 913 60 00 11,40.41403,-3.69451,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228582-Reviews-Mercure_Madrid_Centro-Madrid.html
228586,NYX Hotel Madrid,4,3.7,306,#302 of 498 hotels in Madrid,141,318,$235,"Aviador Zorita 34, 28020 Madrid Spain",+34 915 53 59 00,40.450413,-3.697916,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228586-Reviews-NYX_Hotel_Madrid-Madrid.html
228597,"Hotel Madrid Gran Vía 25, Affiliated by Meliá",3,3.8,1970,#262 of 498 hotels in Madrid,,,,"Gran Vía 25, 28013 Madrid Spain",+34 915 22 11 21,40.419956,-3.702222,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228597-Reviews-Hotel_Madrid_Gran_Via_25_Affiliated_by_Melia-Madrid.html
228600,Eurostars Casa de la Lirica,4,3.8,475,#301 of 498 hotels in Madrid,119,379,,"Calle de la Aduana, 19, 28013 Madrid Spain",+34 913 60 49 30,40.418484,-3.70126,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228600-Reviews-Eurostars_Casa_de_la_Lirica-Madrid.html
228602,Ac Hotel Aitana,4,4.2,499,#188 of 498 hotels in Madrid,186,468,,"Paseo De La Castellana 152, 28046 Madrid Spain",+34 914 58 49 70,40.45601,-3.68977,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228602-Reviews-Ac_Hotel_Aitana-Madrid.html
228613,Best Osuna Madrid Feria,4,2.9,1120,#365 of 498 hotels in Madrid,105,259,$189,"Calle de Luis de la Mata 18, 28042 Madrid Spain",+34 917 41 81 00,40.453217,-3.613035,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228613-Reviews-Best_Osuna_Madrid_Feria-Madrid.html
228615,Petit Palace Preciados,3,4.2,1727,#43 of 498 hotels in Madrid,144,362,$207,"Calle Galdo 2, 28013 Madrid Spain",+34 682 52 58 14,40.418102,-3.704406,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228615-Reviews-Petit_Palace_Preciados-Madrid.html
228623,Hotel Chamartín The One,4,3.4,1964,#307 of 498 hotels in Madrid,113,291,,"Calle de Agustin de Foxa s/n, 28036 Madrid Spain",+34 913 34 49 00,40.47228,-3.683248,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228623-Reviews-Hotel_Chamartin_The_One-Madrid.html
228630,"Hotel Madrid Plaza España, Affiliated By Meliá",4,3.7,1475,#289 of 498 hotels in Madrid,148,361,$161,"Gran Via 74, 28013 Madrid Spain",+34 915 47 09 00,40.423058,-3.709884,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228630-Reviews-Hotel_Madrid_Plaza_Espana_Affiliated_By_Melia-Madrid.html
228644,Hotel Praga,4,3.4,2141,#271 of 498 hotels in Madrid,95,265,$118,"Calle de Antonio Lopez 65, 28019 Madrid Spain",+34 914 69 06 00,40.39411,-3.707791,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228644-Reviews-Hotel_Praga-Madrid.html
228655,Aa Hotel Serrano,4,3.7,195,#326 of 498 hotels in Madrid,151,311,,"Calle Marques de Villamejor 8, 28006 Madrid Spain",+34 915 76 96 26,40.43113,-3.687379,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228655-Reviews-Aa_Hotel_Serrano-Madrid.html
228658,Wellington Hotel & Spa,5,4.4,2062,#125 of 498 hotels in Madrid,467,691,$495,"Calle Velazquez 8, 28001 Madrid Spain",+34 915 75 44 00,40.42213,-3.684043,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228658-Reviews-Wellington_Hotel_Spa-Madrid.html
228659,Melia Castilla,4,4.4,4692,#22 of 498 hotels in Madrid,208,418,,"Calle del Poeta Joan Maragall, 43, 28020 Madrid Spain",+34 915 67 50 00,40.46138,-3.69196,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228659-Reviews-Melia_Castilla-Madrid.html
228660,ILUNION Pio XII,4,4.1,1504,#144 of 498 hotels in Madrid,111,292,$141,"Avenida de Pio XII 77, 28016 Madrid Spain",+34 913 87 62 00,40.46894,-3.674014,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228660-Reviews-ILUNION_Pio_XII-Madrid.html
228661,H10 Tribeca,4,4,976,#187 of 498 hotels in Madrid,120,351,$265,"Calle Pedro Teixeira 5, 28020 Madrid Spain",+34 915 97 15 68,40.455257,-3.694293,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228661-Reviews-H10_Tribeca-Madrid.html
228663,Hotel Gran Versalles,4,3.9,1236,#235 of 498 hotels in Madrid,144,397,$235,"Calle Covarrubias 4 Chamberí, 28010 Madrid Spain",+34 914 47 57 00,40.428387,-3.697069,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228663-Reviews-Hotel_Gran_Versalles-Madrid.html
228665,Emperador Hotel Madrid,4,4,3100,#206 of 498 hotels in Madrid,182,470,,"Calle Gran Via 53, 28013 Madrid Spain",+34 915 47 28 00,40.421406,-3.708158,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d228665-Reviews-Emperador_Hotel_Madrid-Madrid.html
229441,Canopy by Hilton Madrid Castellana,4,4.2,262,#219 of 498 hotels in Madrid,199,534,$303,"Plaza Carlos Trias Bertran 4, 28020 Madrid Spain",+34 911 78 18 00,40.451324,-3.693577,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d229441-Reviews-Canopy_by_Hilton_Madrid_Castellana-Madrid.html
229686,Hyatt Regency Hesperia Madrid,5,4.4,517,#102 of 498 hotels in Madrid,257,678,,"Paseo de la Castellana, 57 Chamberi, 28046 Madrid Spain",+34 912 10 88 00,40.438885,-3.69157,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d229686-Reviews-Hyatt_Regency_Hesperia_Madrid-Madrid.html
229687,Melia Madrid Princesa,5,4.3,3539,#147 of 498 hotels in Madrid,241,493,$232,"Calle Princesa 27, 28008 Madrid Spain",+34 915 41 82 00,40.427277,-3.714175,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d229687-Reviews-Melia_Madrid_Princesa-Madrid.html
229689,Melia Barajas,4,3.9,2296,#250 of 498 hotels in Madrid,159,403,$219,"Avenida de Logroño, 305, 28042 Madrid Spain",+34 917 47 77 00,40.4696,-3.582359,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d229689-Reviews-Melia_Barajas-Madrid.html
230452,Hotel Villa de Barajas,3,3.7,520,#298 of 498 hotels in Madrid,96,198,,"Avenida de Logrono 331, 28042 Madrid Spain",+34 913 29 28 18,40.472935,-3.582253,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d230452-Reviews-Hotel_Villa_de_Barajas-Madrid.html
230839,Hotel Mirador de Chamartin,4,3.7,578,#281 of 498 hotels in Madrid,123,309,,"Calle Arte 14, 28033 Madrid Spain",(+034) 917 680 141,40.483047,-3.670907,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d230839-Reviews-Hotel_Mirador_de_Chamartin-Madrid.html
230841,Sercotel Alcalá 611,4,4.4,482,#118 of 498 hotels in Madrid,95,333,$143,"Calle De Alcalá, 611, 28022 Madrid Spain",+34 917 43 41 30,40.44734,-3.611438,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d230841-Reviews-Sercotel_Alcala_611-Madrid.html
231627,Apartamentos & Suites Internacional,,1.9,11,#472 of 498 hotels in Madrid,,,,"Calle Luis Cabrera 37, 28002 Madrid Spain",+34 915 62 08 38,40.44313,-3.67441,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d231627-Reviews-Apartamentos_Suites_Internacional-Madrid.html
231630,Apartamentos Turisticos G3 Galeon,3,3.9,278,#299 of 498 hotels in Madrid,97,992,,"Calle Francisco Medrano 4, 28020 Madrid Spain",+34 915 71 21 20,40.4587,-3.699345,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187514-d231630-Reviews-Apartamentos_Turisticos_G3_Galeon-Madrid.html
