location_id,name,stars,rating,num_reviews,ranking_seville,price_min_usd,price_max_usd,price_lowest,address,phone,latitude,longitude,category,url
228627,Barceló Sevilla Renacimiento,5,4.3,5670,#65 of 217 hotels in Seville,144,421,$132,"Avenida Alvaro Alonso Barba, 41092 Seville Spain",+34 954 46 22 22,37.41033,-5.99516,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d228627-Reviews-Barcelo_Sevilla_Renacimiento-Seville_Province_of_Seville_Andalucia.html
228646,Exe Sevilla Macarena,4,3.5,3195,#178 of 217 hotels in Seville,89,327,$63,"Calle San Juan de Ribera, 2, 41009 Seville Spain",+34 954 37 58 00,37.40327,-5.987324,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d228646-Reviews-Exe_Sevilla_Macarena-Seville_Province_of_Seville_Andalucia.html
229666,Macià Sevilla Kubb,4,4,186,#122 of 217 hotels in Seville,107,298,$131,"Plaza de Carmen Benitez 3, 41003 Seville Spain",+34 954 41 03 61,37.390415,-5.983582,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d229666-Reviews-Macia_Sevilla_Kubb-Seville_Province_of_Seville_Andalucia.html
229667,Hotel Inglaterra,4,4.1,1310,#70 of 217 hotels in Seville,169,565,$167,"Plaza Nueva 7, 41001 Seville Spain",+34 954 22 49 70,37.388424,-5.99639,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d229667-Reviews-Hotel_Inglaterra-Seville_Province_of_Seville_Andalucia.html
229887,Hotel San Gil,4,3.7,1670,#129 of 217 hotels in Seville,111,389,$120,"Calle Parras 28, 41002 Seville Spain",+34 954 90 68 11,37.40175,-5.990335,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d229887-Reviews-Hotel_San_Gil-Seville_Province_of_Seville_Andalucia.html
231709,Hotel Alcazar,3,3.9,2118,#98 of 217 hotels in Seville,112,223,$109,"Avenida Menendez Y Pelayo 10, 41004 Seville Spain",+34 954 41 20 11,37.3834,-5.98701,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d231709-Reviews-Hotel_Alcazar-Seville_Province_of_Seville_Andalucia.html
231710,Apartamentos Resitur,3,2.6,551,#210 of 217 hotels in Seville,70,259,$67,"Calle Salado, 4, 41010 Seville Spain",+34 954 27 50 90,37.37979,-5.999916,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d231710-Reviews-Apartamentos_Resitur-Seville_Province_of_Seville_Andalucia.html
231712,Hotel Fernando III,4,4.3,3516,#35 of 217 hotels in Seville,124,368,$205,"Calle San Jose 21, 41004 Seville Spain",+34 954 21 73 07,37.387287,-5.987979,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d231712-Reviews-Hotel_Fernando_III-Seville_Province_of_Seville_Andalucia.html
232737,Virgen de los Reyes Hotel By Senator,4,4,150,#136 of 217 hotels in Seville,83,324,$59,"Av. Luis Montoto, 129, 41007 Seville Spain",+34 954 57 66 10,37.387688,-5.968684,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d232737-Reviews-Virgen_de_los_Reyes_Hotel_By_Senator-Seville_Province_of_Seville_Andalucia.html
232738,Reyes Catolicos Hotel,3,3.4,210,#168 of 217 hotels in Seville,94,141,$102,"C/ Gravina 57, 41000 Seville Spain",+34 954 21 12 00,37.38961,-5.99971,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d232738-Reviews-Reyes_Catolicos_Hotel-Seville_Province_of_Seville_Andalucia.html
232739,Hotel América Sevilla,3,4.5,647,#55 of 217 hotels in Seville,114,282,$128,"Plaza Duque De La Victoria 9, 41002 Seville Spain",+34 954 22 09 51,37.393826,-5.995891,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d232739-Reviews-Hotel_America_Sevilla-Seville_Province_of_Seville_Andalucia.html
232740,Hotel Eurostars Regina,3,3.7,1374,#131 of 217 hotels in Seville,88,323,$82,"Calle San Vicente 97, 41002 Seville Spain",+34 954 90 75 75,37.399174,-5.998496,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d232740-Reviews-Hotel_Eurostars_Regina-Seville_Province_of_Seville_Andalucia.html
232742,Pasarela Hotel,4,3.3,584,#160 of 217 hotels in Seville,98,233,$96,"Avenida Borbolla 11, 41004 Seville Spain",+34 954 41 55 11,37.377148,-5.984036,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d232742-Reviews-Pasarela_Hotel-Seville_Province_of_Seville_Andalucia.html
232744,Hotel Derby Sevilla,3,4.1,1709,#51 of 217 hotels in Seville,101,318,$147,"Plaza Duque de La Victoria 13, 41002 Seville Spain",+34 954 56 10 88,37.3934,-5.995522,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d232744-Reviews-Hotel_Derby_Sevilla-Seville_Province_of_Seville_Andalucia.html
232746,Hotel Cervantes,4,3.7,1566,#109 of 217 hotels in Seville,103,449,$106,"Calle Cervantes 10-12, 41003 Seville Spain",+34 954 90 02 80,37.395565,-5.99329,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d232746-Reviews-Hotel_Cervantes-Seville_Province_of_Seville_Andalucia.html
234543,Hospes Las Casas del Rey de Baeza,4,4.4,1597,#20 of 217 hotels in Seville,235,687,,"Plaza de Jesus de la Redencion 2, 41003 Seville Spain",+34 954 56 14 96,37.39123,-5.986753,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d234543-Reviews-Hospes_Las_Casas_del_Rey_de_Baeza-Seville_Province_of_Seville_Andalucia.html
234545,Hotel Blu Torre De Sevilla,3,3.8,30,#163 of 217 hotels in Seville,56,97,,"Paseo de la Alameda Torre de la Reina, 41218 Seville Spain",+34 854 61 66 96,37.515278,-6.028445,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d234545-Reviews-Hotel_Blu_Torre_De_Sevilla-Seville_Province_of_Seville_Andalucia.html
234546,Meliá Lebreros,4,4.1,4803,#56 of 217 hotels in Seville,114,467,$95,"Calle Luis De Morales 2, 41018 Seville Spain",+34 954 57 94 00,37.386803,-5.972819,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d234546-Reviews-Melia_Lebreros-Seville_Province_of_Seville_Andalucia.html
234548,Hotel Monte Carmelo,4,4.6,1252,#23 of 217 hotels in Seville,92,279,$146,"Calle Virgen de La Victoria, 7, 41011 Seville Spain",+34 954 27 90 00,37.37681,-5.996979,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d234548-Reviews-Hotel_Monte_Carmelo-Seville_Province_of_Seville_Andalucia.html
234549,Hotel M.A. Sevilla Congresos,4,3.8,631,#121 of 217 hotels in Seville,82,291,$84,"Avenida Alcalde Luis Urunuela 2, 41020 Seville Spain",+34 954 25 90 00,37.405655,-5.930081,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d234549-Reviews-Hotel_M_A_Sevilla_Congresos-Seville_Province_of_Seville_Andalucia.html
236091,Hotel Becquer,4,4.5,7509,#15 of 217 hotels in Seville,140,555,$129,"C. Reyes Catolicos 4, 41001 Seville Spain",+34 954 22 89 00,37.38915,-6.000249,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236091-Reviews-Hotel_Becquer-Seville_Province_of_Seville_Andalucia.html
236102,Hotel Dona Maria,4,3.9,1627,#103 of 217 hotels in Seville,149,399,$195,"Calle Don Remondo 19, 41004 Seville Spain",+34 954 22 49 90,37.38631,-5.991616,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236102-Reviews-Hotel_Dona_Maria-Seville_Province_of_Seville_Andalucia.html
236108,Internacional Hotel,,5,1,#193 of 217 hotels in Seville,,,,"Calle Aguilas 17, 41003 Seville Spain",+34 954 21 32 07,37.3899,-5.98863,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236108-Reviews-Internacional_Hotel-Seville_Province_of_Seville_Andalucia.html
236123,Hotel Vincci La Rábida,4,4.2,3090,#38 of 217 hotels in Seville,168,640,$212,"Calle Castelar 24, 41001 Seville Spain",+34 954 50 12 80,37.38734,-5.997316,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236123-Reviews-Hotel_Vincci_La_Rabida-Seville_Province_of_Seville_Andalucia.html
236135,Melia Sevilla,4,4.2,5415,#89 of 217 hotels in Seville,135,495,$117,"Calle Dr. Pedro De Castro 1, 41004 Seville Spain",+34 954 53 97 80,37.37815,-5.983174,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236135-Reviews-Melia_Sevilla-Seville_Province_of_Seville_Andalucia.html
236158,Simon Hotel,1,4.1,1266,#66 of 217 hotels in Seville,91,272,,"Calle Garcia de Vinuesa 19, 41001 Seville Spain",+34 954 22 66 60,37.386436,-5.995009,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236158-Reviews-Simon_Hotel-Seville_Province_of_Seville_Andalucia.html
236989,Hotel Zaida,1,4.1,783,#88 of 217 hotels in Seville,95,370,$121,"Calle San Roque, 26, 41001 Seville Spain",+34 954 91 52 53,37.391773,-5.999032,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236989-Reviews-Hotel_Zaida-Seville_Province_of_Seville_Andalucia.html
236990,Taberna del Alabardero,4,4.1,234,#140 of 217 hotels in Seville,706,807,$783,"Calle de Zaragoza 20, 41001 Seville Spain",+34 954 50 27 21,37.388508,-5.998139,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236990-Reviews-Taberna_del_Alabardero-Seville_Province_of_Seville_Andalucia.html
236992,Hotel Maestranza,1,4.1,251,#128 of 217 hotels in Seville,89,273,$129,"Calle Gamazo 12, 41001 Seville Spain",+34 954 56 10 70,37.387436,-5.996049,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236992-Reviews-Hotel_Maestranza-Seville_Province_of_Seville_Andalucia.html
236993,Hotel Europa,1,4.1,529,#87 of 217 hotels in Seville,79,210,$107,"Calle Jimios 5, 41001 Seville Spain",+34 954 50 04 43,37.387474,-5.995538,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236993-Reviews-Hotel_Europa-Seville_Province_of_Seville_Andalucia.html
236994,Hotel El Paraiso,1,0,0,,,,,"Calle Gravina 27, 41001 Seville Spain",+34 954 21 79 19,37.3916,-6.00098,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236994-Reviews-Hotel_El_Paraiso-Seville_Province_of_Seville_Andalucia.html
236995,Hotel Baco,2,3.5,395,#151 of 217 hotels in Seville,77,319,$100,"Plaza Ponce de Leon 15, 41003 Seville Spain",+34 854 55 67 87,37.393078,-5.987503,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d236995-Reviews-Hotel_Baco-Seville_Province_of_Seville_Andalucia.html
236996,BYPILLOW Abril,2,4.4,23,#18 of 117 B&Bs / Inns in Seville,108,329,$133,"C. Jerónimo Hernández, 20, 41003 Seville Spain",+34 954 85 51 24,37.39445,-5.991108,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d236996-Reviews-BYPILLOW_Abril-Seville_Province_of_Seville_Andalucia.html
238624,Hotel Murillo,2,4.1,4223,#76 of 217 hotels in Seville,87,375,$148,"Calle Lope de Rueda 7 - 9 Barrio de Santa Cruz, 41004 Seville Spain",+34 954 21 60 95,37.385742,-5.98942,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238624-Reviews-Hotel_Murillo-Seville_Province_of_Seville_Andalucia.html
238845,Hotel Zenit Sevilla,4,4.1,1195,#79 of 217 hotels in Seville,116,450,$122,"Calle Pages del Corro 90, 41010 Seville Spain",+34 954 34 74 34,37.383118,-6.004635,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238845-Reviews-Hotel_Zenit_Sevilla-Seville_Province_of_Seville_Andalucia.html
238850,Hotel San Pablo Sevilla,,3.7,729,#124 of 217 hotels in Seville,71,260,$68,"Avenida de la Innovación 10, 41020 Seville Spain",+34 954 25 23 25,37.405396,-5.927553,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238850-Reviews-Hotel_San_Pablo_Sevilla-Seville_Province_of_Seville_Andalucia.html
238853,Sercotel Dona Carmela Hotel,3,4,421,#107 of 217 hotels in Seville,72,226,$66,"Avenida Jerez 72 Para GPS, indicar C/ Salamanca Nº 1, Sevilla, 41014 Seville Spain",+34 954 69 29 03,37.327003,-5.966592,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238853-Reviews-Sercotel_Dona_Carmela_Hotel-Seville_Province_of_Seville_Andalucia.html
238856,Hotel Don Paco,3,3.7,2159,#137 of 217 hotels in Seville,99,371,$142,"Plaza Padre Jerónimo de Córdoba 4 Zona Puerta Osario, 41003 Seville Spain",+34 954 50 69 99,37.392853,-5.986811,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238856-Reviews-Hotel_Don_Paco-Seville_Province_of_Seville_Andalucia.html
238864,Apartamentos Los Angeles,2,3.5,33,#182 of 217 hotels in Seville,89,598,$142,"Calle San Eloy 37, 41001 Seville Spain",,37.39158,-5.99743,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238864-Reviews-Apartamentos_Los_Angeles-Seville_Province_of_Seville_Andalucia.html
238865,Le petit Paris,1.5,3.7,341,#145 of 217 hotels in Seville,74,293,$95,"Calle San Pedro Martir 14, 41001 Seville Spain",+34 954 22 98 61,37.39142,-6.000083,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238865-Reviews-Le_petit_Paris-Seville_Province_of_Seville_Andalucia.html
238867,Corral de los Chicharos,2,3.9,317,#142 of 217 hotels in Seville,,,,"Calle Lumbreras 8 Y 10, 41002 Seville Spain",+34 954 90 02 00,37.400642,-5.994517,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238867-Reviews-Corral_de_los_Chicharos-Seville_Province_of_Seville_Andalucia.html
238877,Hotel Londres,1,3.5,227,#156 of 217 hotels in Seville,,,,"Calle San Pedro Martir 1, 41001 Seville Spain",+34 954 21 28 96,37.391388,-5.999661,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d238877-Reviews-Hotel_Londres-Seville_Province_of_Seville_Andalucia.html
238878,Bed & Breakfast Naranjo,1,3.4,509,#21 of 117 B&Bs / Inns in Seville,,,,"Calle de San Roque 11, 41001 Seville Spain",+34 954 22 58 40,37.39149,-5.998953,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d238878-Reviews-Bed_Breakfast_Naranjo-Seville_Province_of_Seville_Andalucia.html
239163,Hotel Goya,2,4.1,682,#101 of 217 hotels in Seville,65,187,$80,"Calle Mateos Gago 31, 41004 Seville Spain",+34 954 21 11 70,37.386738,-5.989819,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d239163-Reviews-Hotel_Goya-Seville_Province_of_Seville_Andalucia.html
239164,Petit Palace Puerta de Triana,3,4.6,1227,#45 of 217 hotels in Seville,101,325,$154,"Catholic Kings, 5, 41001 Seville Spain",+34 638 55 17 50,37.388817,-5.999739,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d239164-Reviews-Petit_Palace_Puerta_de_Triana-Seville_Province_of_Seville_Andalucia.html
241884,Exe Isla Cartuja,4,3.2,584,#171 of 217 hotels in Seville,87,414,$79,"Estadio Olimpico Puerta G, 41092 Seville Spain",+34 954 08 17 00,37.416294,-6.00354,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d241884-Reviews-Exe_Isla_Cartuja-Seville_Province_of_Seville_Andalucia.html
253732,Hotel Madrid de Sevilla,1,4.1,475,#100 of 217 hotels in Seville,82,233,$71,"Calle San Pedro Martir 22, 41001 Seville Spain",+34 954 21 43 07,37.391212,-6.000409,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d253732-Reviews-Hotel_Madrid_de_Sevilla-Seville_Province_of_Seville_Andalucia.html
257789,Vertice Bib-Rambla,2,4,190,#144 of 217 hotels in Seville,70,221,$66,"Av de la Innovacon 13, 41020 Seville Spain",+34 954 99 95 76,37.406094,-5.927672,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d257789-Reviews-Vertice_Bib_Rambla-Seville_Province_of_Seville_Andalucia.html
260839,Albergue Inturjoven Sevilla,2,3.1,62,#371 of 462 Specialty lodging in Seville,85,145,$75,"Calle Isaac Peral 2, 41012 Seville Spain",+34 955 18 11 81,37.36454,-5.98634,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d260839-Reviews-Albergue_Inturjoven_Sevilla-Seville_Province_of_Seville_Andalucia.html
260842,Hostal Aguilas,1,3.4,10,#74 of 117 B&Bs / Inns in Seville,,,,"Calle Aguilas 15, Seville Spain",+34 954 21 31 77,37.38988,-5.98875,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d260842-Reviews-Hostal_Aguilas-Seville_Province_of_Seville_Andalucia.html
262308,Hotel San Blas,3,1.9,7,#205 of 217 hotels in Seville,,,,"Calle Miraflores 4, 41450 Seville Spain",+34 955 88 00 77,37.8779,-5.61994,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d262308-Reviews-Hotel_San_Blas-Seville_Province_of_Seville_Andalucia.html
264010,Apartamentos Suites Santa Cruz,3,4.2,527,#105 of 217 hotels in Seville,90,236,$88,"Calle Justino de Neve 4, 41004 Seville Spain",+34 954 56 33 56,37.38495,-5.989864,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d264010-Reviews-Apartamentos_Suites_Santa_Cruz-Seville_Province_of_Seville_Andalucia.html
264011,Hostal Lis,1,2.6,163,#201 of 217 hotels in Seville,72,712,$111,"Calle Escarpin No 10 Plaza de la Encarnacion, 41004 Seville Spain",+34 954 21 30 88,37.391956,-5.990693,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d264011-Reviews-Hostal_Lis-Seville_Province_of_Seville_Andalucia.html
267238,Hostal Nevada,,0,0,,,,,"Calle Gamazo n 028, 41001 Seville Spain",+34 954 22 53 40,37.38696,-5.99634,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d267238-Reviews-Hostal_Nevada-Seville_Province_of_Seville_Andalucia.html
269909,Hotel Abanico Sevilla,3,4.2,929,#72 of 217 hotels in Seville,109,256,$133,"Calle Aguilas 17, 41003 Seville Spain",+34 954 21 32 07,37.389965,-5.988688,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d269909-Reviews-Hotel_Abanico_Sevilla-Seville_Province_of_Seville_Andalucia.html
271758,Casual Don Juan Tenorio Sevilla,2,4.1,305,#104 of 217 hotels in Seville,134,134,,"Plaza Venerables 5, 41004 Seville Spain",+34 955 54 44 16,37.3851,-5.989732,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d271758-Reviews-Casual_Don_Juan_Tenorio_Sevilla-Seville_Province_of_Seville_Andalucia.html
272709,Novotel Sevilla,4,4.2,674,#81 of 217 hotels in Seville,118,364,$131,"Avenida Eduardo Dato 71, 41005 Seville Spain",+34 954 55 82 00,37.382988,-5.972195,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d272709-Reviews-Novotel_Sevilla-Seville_Province_of_Seville_Andalucia.html
272711,Ibis Sevilla,1,4,1154,#102 of 217 hotels in Seville,69,221,$82,"Calle Aviacion 12 Hotel Ciudad 1*, 41007 Seville Spain",+34 954 36 18 39,37.40842,-5.950679,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d272711-Reviews-Ibis_Sevilla-Seville_Province_of_Seville_Andalucia.html
275023,Hotel Rey Alfonso X,4,4.4,2447,#41 of 217 hotels in Seville,131,362,$205,"Calle Ximenez de Enciso 35, 41004 Seville Spain",+34 954 21 00 70,37.386715,-5.988114,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d275023-Reviews-Hotel_Rey_Alfonso_X-Seville_Province_of_Seville_Andalucia.html
275024,Hotel Vertice Sevilla,4,3.9,864,#110 of 217 hotels in Seville,84,237,$77,"Avenida la Aeronautica S/N, 41020 Seville Spain",+34 954 47 58 47,37.38836,-5.920727,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d275024-Reviews-Hotel_Vertice_Sevilla-Seville_Province_of_Seville_Andalucia.html
279243,Ac Hotel Sevilla Forum,4,3.5,483,#146 of 217 hotels in Seville,98,364,$100,"Luis Fuentes Bejarano, 45, 41020 Seville Spain",+34 954 26 06 90,37.40726,-5.94563,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d279243-Reviews-Ac_Hotel_Sevilla_Forum-Seville_Province_of_Seville_Andalucia.html
280663,Malecon,,0,0,,,,,"Malecon 1, Seville Spain",,37.40335,-5.92086,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d280663-Reviews-Malecon-Seville_Province_of_Seville_Andalucia.html
280914,Hostal Sierpes,1,3.2,257,#164 of 217 hotels in Seville,75,331,$76,"Calle Corral del Rey 22, 41004 Seville Spain",+34 955 51 77 39,37.388607,-5.990831,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d280914-Reviews-Hostal_Sierpes-Seville_Province_of_Seville_Andalucia.html
285015,Hostal Vincent Van Gogh,1,2.4,32,#202 of 217 hotels in Seville,,,,"Calle Miguel Manara 4, 41004 Seville Spain",+34 954 56 37 27,37.38428,-5.99246,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d285015-Reviews-Hostal_Vincent_Van_Gogh-Seville_Province_of_Seville_Andalucia.html
286047,Hostal Zahira,,2.9,28,#200 of 217 hotels in Seville,,,,"Calle San Eloy 43, 41001 Seville Spain",+34 954 22 10 61,37.39143,-5.99772,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d286047-Reviews-Hostal_Zahira-Seville_Province_of_Seville_Andalucia.html
286048,Hostal Sanchez Sabariego,,0,0,,,,,"C. Corral del Rey, 23, Seville Spain",+34 954 21 44 70,37.38851,-5.99101,HOTEL,https://www.tripadvisor.com/Hotel_Review-g187443-d286048-Reviews-Hostal_Sanchez_Sabariego-Seville_Province_of_Seville_Andalucia.html
286049,Pension Fabiola,,4.1,23,#33 of 117 B&Bs / Inns in Seville,93,101,$90,"Calle Fabiola 16, Seville Spain",+34 954 21 83 46,37.38679,-5.98894,BB,https://www.tripadvisor.com/Hotel_Review-g187443-d286049-Reviews-Pension_Fabiola-Seville_Province_of_Seville_Andalucia.html
289581,Hostal Arias,2,3.7,279,#76 of 462 Specialty lodging in Seville,,,,"Calle de Mariana de Pineda 9, 41004 Seville Spain",+34 954 21 83 89,37.383144,-5.992229,OTHER,https://www.tripadvisor.com/Hotel_Review-g187443-d289581-Reviews-Hostal_Arias-Seville_Province_of_Seville_Andalucia.html
